0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
I got kicked out of this Taco Bell with no food on Christmas Eve because the cashier decided to have a meltdown ,so I don't know if there's time to make food for everyone in line,"plus were closed tomorrow so we arent going to prep food to throw it away""","I look at my husband in disbelief and some young kid who clearly works in the kitchen comes out and awkwardly says ""looks like there's no more food tonight"" ",Why are you so upset that you feel the need to insult a bunch of people for simply entering your place of employment and trying to buy food,I just want a couple bean burritos,He gave me a cup for a soda and as I was walking out he handed me a coupon for a free taco on my next,"""we're only serving chicken right now","and we may not have enough chicken for everyone in line"" ",,,,,,,,,,,
Not enough meat on my husband food,,,,,,,,,,,,,,,,,,,
The food is correct,the people are nice- if I order something supreme it actually doesn't look like there's a tomato/sour cream embargo,,,,,,,,,,,,,,,,,,
 I order my food ,she overcharged me for my food, I was just so ready to get my food ,,,,,,,,,,,,,,,,,
They can be quick at getting you your food,,,,,,,,,,,,,,,,,,,
great quality food,i love the way i digest this food,peace peace grilled cheese,,,,,,,,,,,,,,,,,
Lots of food for cheap,Personally I just got for a soft taco ,,,,,,,,,,,,,,,,,,
placed an order online and i was only instructed to come through drive through however when i arrived he refused to give me my food because i didn't tell him over the intercom,,,,,,,,,,,,,,,,,,,
or give any sort of reassurance that the food was coming,I sat at the window for another 7 minutes waiting for my food to be ready,She handed me my food ,When I unwrapped my food it was sloppy,,,,,,,,,,,,,,,,
chicken,and nacho chips,found out about the soda and chips after I paid,,,,,,,,,,,,,,,,,
if you get tacos only,,,,,,,,,,,,,,,,,,,
I've had a couple burritos poorly put together,,,,,,,,,,,,,,,,,,,
So we waited 10 minutes for our food,We customized our food online ,so we satisfied our taco cravings ,Meximelt w guacamole ,I got a Double Decker with steak,and sour cream,,,,,,,,,,,,,,
I had the fiery dorritos taco,Also ordered chipotle chicken roll up thing,Next time i think ill try the chicken,you can order with chicken,beef or steak,Lastly ordered nachos and cheese,,,,,,,,,,,,,,
I got home to open up my bag and found that a lot of my taco was on the outside of the wrapper,Extremely poor customer service and quality control,,,,,,,,,,,,,,,,,,
It's 5 minutes or I'm gone and now way will I wait a hour for food from here ,,,,,,,,,,,,,,,,,,,
they never have black bean burritos late,,,,,,,,,,,,,,,,,,,
we were waiting at a table for our food for 15 minutes ,a family was mid meal and had to take their food ,"we ended up waiting 20 minutes for ""fast food"" lol disappointing even for taco bel",,,,,,,,,,,,,,,,,
Also a few years ago there was a credit card scam at this taco Bell (perhaps at the fault of a thieving employee if I do remember correctly) ,I typically order a cheese quesadilla ,""" A cheese quesadilla from taco bell comes with shredded",tri-blend cheese ,90% of the time I receive a horrendously burnt quesadilla with maybe 40% of the shredded cheese that should be on there scantily filling only the middle,You'd expect that with only two ingredients,how lazy must one be to forget an entire third of the ingredients of a quesadilla,,,,,,,,,,,,,
I honestly wouldn't give this store a star period just went less than 20 mins ago ordered 2 steak nacho plates and 2 5 layer burrito,My 2 burritos had barely no meat look like they took a baby spoon ,I called to say there was no meat in my burrito ,It was mostly cheese bean ,and sour cream very dissapointing,,,,,,,,,,,,,,,
Taco Bell (at the food court) was a pretty,I wouldn't say that the staff is very good at what they do (something I've noticed about almost all the places in the food court),While I was waiting for my food,After you order your food,,,,,,,,,,,,,,,,
She almost dropped the food h,,,,,,,,,,,,,,,,,,,
Pretty standard Taco Bell food,,,,,,,,,,,,,,,,,,,
There food is great,tasting but leaves you with a bit of a  stomach ache also every time I go there for a freeze they never have it and when they do there is more ice then flavoring we my FAM is going to a different one good luck oh and I'm super angry because they took out that BLT thing  oh and there food leaves you on the potty,,,,,,,,,,,,,,,,,,
I said the food was good, The food is still good,,,,,,,,,,,,,,,,,,
as welll as our food was brought to us,90 tacos since every penny counts before our massiv roadtrip to LA,They were offering the neu chef inspired Cantina Bell menu and after having the super patient lady at the register explain the difference between the regular taco salad ,all served on a bed of cilantro rice I was sold,and the cilantro lime rice better than at Chipotle,and the new cantina bell salad with citrus-herb marinated chicken,flavorful black beans,roasted corn & pepper salsa,especially the roasted corn salsa,guacamole made from real,,,,,,,,,,
The workers could not care less about serving people their food,,,,,,,,,,,,,,,,,,,
Cant make the food like it supposed to,Want sour cream,,,,,,,,,,,,,,,,,,
Need to stuff burritos,Today I ordered a double stuffed burrito ,and all I tasted was tortilla,,,,,,,,,,,,,,,,,
"low stakes ""Mexican"" food",,,,,,,,,,,,,,,,,,,
Like why do I have to drive to woburn to get a Doritos locos taco,,,,,,,,,,,,,,,,,,,
they put a cheap $1 taco in the bag instead,,,,,,,,,,,,,,,,,,,
00 worth of food,"Missing items,tacos soggy ",,,,,,,,,,,,,,,,,,
Rude service in the drive thru and the food looked terrible,I know that the location of this Taco Bell is not in the best of neighborhoods but it should not determine the quality of the food,I ordered three soft shell taco here is what I received pictures attached,,,,,,,,,,,,,,,,,
and there was a hair in my food ,then there was also a hair in my friends food,,,,,,,,,,,,,,,,,,
"This review is based on the assumption that everybody knows that Taco Bell is a giant fast food chain offering mediocre Americanized ""Mexican"" food",and most locations get your food out to you very quickly,,,,,,,,,,,,,,,,,,
Another woman didn't look at me to give me my food,,,,,,,,,,,,,,,,,,,
Cars were pulling away because of it and with one car in front of us it took 10 minutes to get our food,,,,,,,,,,,,,,,,,,,
Taco Bell always has a different cheesy taste to their foods,Not big on the smothered burrito,and it probably has to do with their recently revealed secret ingredients that they use,They state that they always use fresh ingredients,,,,,,,,,,,,,,,,
the drive thru line was not only slow but it was long and waiting to get your food ,Worse part is I asked for an 89 cent burrito ,and got some crap with chicken and rice ,,,,,,,,,,,,,,,,,
Considering the other yelp reviews for this fast-food place,It took a good 8 minutes for them to make 2 soft and 2 hard tacos,,,,,,,,,,,,,,,,,,
 They closed the doors 15 min early then said it would be 15 min to get order in let alone the food,,,,,,,,,,,,,,,,,,,
I stoped here on New Years Eve and ordered food ,and they screwed up the order and shorted our food ,,,,,,,,,,,,,,,,,,
.meat,apparently ran out of meat on christmas eve,your try explaning to your stepson that there's no meat,the lack of menu meat DID lead to a delicious,,,,,,,,,,,,,,,,
they ran out of mild and green sauce which are my two reasons for eating the low quality ingredients they put in a hard,,,,,,,,,,,,,,,,,,,
When I received my food they were missing multiple,items and when I confronted them about it they told me I was wrong and in must represent if I want my food,"The guy that looked very intoxicated mumbled under his breathe ""shut the fuck up"" after I asked if he could give me the other food I ordered after receiving my first",,,,,,,,,,,,,,,,,
We walked in at 9:45 and got our food at 10,,,,,,,,,,,,,,,,,,,
 Well Ok then I ordered 2 taco's,we do not have chips ,and we do not have lettuce,,,,,,,,,,,,,,,,,
The workers are ignorant and threw the food in the bag ,I ended up throwing the food in the trash,,,,,,,,,,,,,,,,,,
We got the food right away,,,,,,,,,,,,,,,,,,,
Just went through the drive through and got the smallest soft taco ever mostly lettuce and the hard taco was the same but at least it didn't take more then 5 min to get my food lma,,,,,,,,,,,,,,,,,,,
Even when it's open the food is just a pile of crap in a tortilla,No taste you have to add the salsa just so you taste something,,,,,,,,,,,,,,,,,,
Burrito was put together so poorly there was literally rice ,and beans falling out all over the bag,Nacho fries came basically EMPTY with no cheese,,,,,,,,,,,,,,,,,
I went here to get a bean burrito ,When I got my burrito it wasn't even half wrapped,,,,,,,,,,,,,,,,,,
The food was hot,,,,,,,,,,,,,,,,,,,
nobody was getting food orders in,It's not like the sky is going to fall if they forgot to grill my soft burrito,and I was informed they were out of shredded chicken,He did tell me they were out of shredded chicken which was something in my dismissed,The sign mentioned how they had run out of six listed and popular ingredients ,,,,,,,,,,,,,,,
crispy super tacos,my tacos were soggy,When I got home (15 minute drive) we opened the package and noticed there was less meat in the quesadillas than normal, and almost totally meatless,I actually measured the meat ,"""I can see a little meat",ing handful of meat ,non gangster employees and actually give you meat in your meal,steak quesadillas ,,,,,,,,,,,
The burritos were wrapped in the wrong,Everything tasted alright though,,,,,,,,,,,,,,,,,,
Steak Quesarito barely had any rice,I also asked for no sour cream (which I already tried to take out before the photo,,,,,,,,,,,,,,,,,,
The cinnamon twists had no cinnamon on it and the sour cream tasted extremely expired,,,,,,,,,,,,,,,,,,,
You will wait 15-20 mins at a minimum for your order to be taken and your food to come out,,,,,,,,,,,,,,,,,,,
The store was clean and the food tasted good,,,,,,,,,,,,,,,,,,,
Most time the food tastes pretty good,I usually order the chalupa and maybe a taco as well,,,,,,,,,,,,,,,,,,
But the food isn't all that different,but they're lame things like cheese and jalapeno burritos ,and cheese quesadillas cut in half ,,,,,,,,,,,,,,,,,
The food here is usually accurate,Still haven't received my food,and tastes as Taco Bell should,,,,,,,,,,,,,,,,,
The taco I ordered wasn't even able,to be picked up and looked like a taco someone shit out ,Just make it taste good,,,,,,,,,,,,,,,,,
 Ordered $25 worth of his garbage food asked for a cup of ice for the bottle of water I purchased,,,,,,,,,,,,,,,,,,,
food came out hot,,,,,,,,,,,,,,,,,,,
the quality of food was on point,,,,,,,,,,,,,,,,,,,
Ok so I was eating a burrito ,and it started to taste funny ,,,,,,,,,,,,,,,,,,
Two times it took 20+ minutes to get my food ,,,,,,,,,,,,,,,,,,,
burritos,I went up to the counter and was simply overwhelmed by all the choices - tacos,softs tacos,cheese,sour cream,lettuce,who has impeccable taste,,,,,,,,,,,,,
Best Mexican food in the east,Good quality food,,,,,,,,,,,,,,,,,,
There were 4 back packs in a corner ,,,,,,,,,,,,,,,,,,,
Went through drive thru ordered a 5 layer burrito $5 dollar box got to the window paid took 10 mins for the food got home they gave me a bean,burrito ,went inside they are going to ask me how I got a bean burrito in my box very bad,and my taco had no tomatoes like I paid for ,,,,,,,,,,,,,,,,
when we sat here for 13 minutes before our food came out,,,,,,,,,,,,,,,,,,,
It's that they don't even honor the prices that Taco Bell advertises,"try to order it and the unpleasant woman on the other end tells me ""We're a franchise and we don't honor those prices",and they don't honor their prices,,,,,,,,,,,,,,,,,
But Taco Bell has become a part of the American landscape and their food is something that I find myself craving from time to time (often after a night on the town),,,,,,,,,,,,,,,,,,,
always check your food BEFORE you leave the parking lot,,,,,,,,,,,,,,,,,,,
Bugs in food,,,,,,,,,,,,,,,,,,,
We waited about 20 min for our food ,,,,,,,,,,,,,,,,,,,
without food (or an acknowledgement of our existence,,,,,,,,,,,,,,,,,,,
I let her know that sour cream isn't a condiment in my taco ,As I proceeded to order I was asked to stop my order several times and as I was telling her the modifications she asked me about sour cream which doesn't come in my item,,,,,,,,,,,,,,,,,,
incorrect and cold food,I don't even wanna taco 'bout it anymore,,,,,,,,,,,,,,,,,,
They actually know how to properly prepare their tacos and burritos ,and of course their nacho cheese fries are to die for,,,,,,,,,,,,,,,,,,
the beans tasted burnt,the lettuce was all wilted,why does your fryer oil taste like that,Left the most awful taste in my mouth,and the oil still tastes really bad,,,,,,,,,,,,,,,
After placing my order I had to patiently wait 20 minutes for my food to brought up,,,,,,,,,,,,,,,,,,,
I'm have better options for real food near me ,convenient food got the better of me tonight,,,,,,,,,,,,,,,,,,
used meat on vegetarian food,She put chicken on a vegetarian, cheese item ,,,,,,,,,,,,,,,,,
You will wait 15-20 mins at a minimum for your order to be taken and your food to come out,,,,,,,,,,,,,,,,,,,
 I imagined snacking on chips ,and guacamole while waiting on my order to complete, I had such high hopes of some fast casual hybrid restaurant with a new menu and higher quality ingredients,,,,,,,,,,,,,,,,,
I'm glad I got some homeless people out front their food though,was starving and just wanted a couple tacos ,,,,,,,,,,,,,,,,,,
Ordered 7-Layer burrito,I don't eat meat and I had reg amt of chicken in the burrito,I got the manager and explained what I have in my burrito,I told him the burrito,I asked the lady if there was chicken in this,She replied yes it comes with chicken,I said no you already had the chicken killed,Added black beans,I also excluded sour cream and cheese,,,,,,,,,,,
Their food is wildly inconsistent,so that's probably your best chance of getting well-prepared food,The lettuce is often still frozen in the tacos,,,,,,,,,,,,,,,,,
when was ketchup or sweet and sour such a high priced commodity,,,,,,,,,,,,,,,,,,,
Food quality is as good,,,,,,,,,,,,,,,,,,,
even threw in a coupon for a free taco,,,,,,,,,,,,,,,,,,,
and if you love junk food,The atmosphere is grim and the workers aren't always friendly but the food is why I come here, If you are starving and want to be stuffed to the gills with energy-laden caloric food then come here, I would however stay away from burritos from The Bell as they are very soupy," I recommend doing a ""mash up"" -combine Double Downs and Nashville Hot from KFC with tacos ", The Steak House Nachos are great from The Bell and KFC Double Down is a secret menu item from KFC (two pieces of fried boneless chicken with cheese,,,,,,,,,,,,,,
The other places have the burritos for 1,,,,,,,,,,,,,,,,,,,
Felt very rushed and like I was an inconvenience to them at the drive thru while TRYING to order my food,,,,,,,,,,,,,,,,,,,
not wait in line for 10+ min to get your food,,,,,,,,,,,,,,,,,,,
My boyfriend got his normal meal from this Taco Bell and got food poisoning,,,,,,,,,,,,,,,,,,,
The taco was nothing special,The cheese sauce on there added flavor that the taco was just lacking,We also got a side of refried beans for our daughter for 50 cents,,,,,,,,,,,,,,,,,
Some of the best food atlanta has to offer,but the common yelper just doesn't understand good food like I do,Other places on yelp are triple the price ,,,,,,,,,,,,,,,,,
Won't eat here anymore after they stopped selling the steak stuffed burritos,,,,,,,,,,,,,,,,,,,
Did you walk up they had different station in which you could order your food on on a touch,But your food is not wrapped up in the taco Bell safer,We walked into the store immediately she didn't tell that it is not your regular taco Bell,Making a look as though you are not any regular taco Bell,,,,,,,,,,,,,,,,
the guy making my girlfriend's food (who had a couple,modifications on the Crunchwrap) got off the line to personally ask her how she wanted her food,,,,,,,,,,,,,,,,,,
 We go to movies at the cinema close by and when we are running late but need a meal this has been the spot we go however they get the food wrong, Another 5 minutes goes by and my food is h, Gotta eat it in the fly as the movie starts in 10 minutes do we now get a bag to have our food on the go,Get in the car and I start handing out the food to discover mine has dairy ,and my ladies food is not at all what she ordered, No time to go back so the food went uneaten, Got through the drive thru with what I thought was going to be my dairy free combo burrito ,cheese ,and sour cream, Ate the bite and thought it tasted,,,,,,,,,,
I was on my break and wanted to dine in and the dining room was a mess it there was dirty tables and sticky floors and I told the staff about it and they laughed and noone came out to clean the mess but claudia was nice enough to come out and clean the dining g area and take people orders as well as mine the food was great,,,,,,,,,,,,,,,,,,,
BUT what really got me was that these people had paper plates and we're going around by themselves making plates of food for themselves,There was a huge line gathered waiting for food,I love Taco Bell and have always been happy with their food ,,,,,,,,,,,,,,,,,
My food always comes out hot,,,,,,,,,,,,,,,,,,,
and two doritos locos tacos,What I got was a taco pizza ,and two regular tacos,,,,,,,,,,,,,,,,,
I don't think I have ever gone thru the drive thru and actually gotten the right food,I have always had to go back in complain and then again wait for my food after I had already waited 10+ mins in line,,,,,,,,,,,,,,,,,,
The food Well its normal,taco bell food,,,,,,,,,,,,,,,,,,
It seems like they are always short staffed and the employees are always talking and chatting while 5-7 people are waiting for food,,,,,,,,,,,,,,,,,,,
Customer service was good but quality of food was yet to be admired,I ordered a buffalo fries burrito ,99 5 layer burritos better made than this,,,,,,,,,,,,,,,,,
The Uber driver waited forever to pick up the order because it was not ready and when I got the order the tacos were soggy,I also ordered 3 taco supremes ,and only got 3 regular tacos,It sounds petty but I paid extra for the sour cream,,,,,,,,,,,,,,,,
Steak taco meat tastes like dog food,,,,,,,,,,,,,,,,,,,
And  then when my boyfriend brought the food out ,when we got home I found a black hair in my food,Worst taco Bell I have ever been to,but this last time I went I got soft tacos ,So we took it back and left the hair in the taco she didn't even look at it or anything she just told us that they would remake it, So we obliviously didn't want them tacos anymore so we said just give us the money back,It ruined taco Bell forever for us,,,,,,,,,,,,,
and the amount of food on the floor where the workers worked was unbelievable,,,,,,,,,,,,,,,,,,,
Always good service and prices,not a franchise so quality remains more consistent,,,,,,,,,,,,,,,,,,
Always good service and prices,not a franchise so quality remains more consistent,,,,,,,,,,,,,,,,,,
I work nearby and find it very annoying having to drive away for food ,,,,,,,,,,,,,,,,,,,
Went in last night to grab food before heading home,,,,,,,,,,,,,,,,,,,
The food is fine,The food is simply not coming out fast enough,,,,,,,,,,,,,,,,,,
My food was once again hit ,I order the frito burrito ,The frito burritos had maybe a teaspoon of beef,and I know this because I order them without Fritos and no rice,no sour cream add extra nacho cheese,The nachos had almost no cheese,,,,,,,,,,,,,,
My order was missing a burrito ,and chips ,,,,,,,,,,,,,,,,,,
 The food came out like pig slop,,,,,,,,,,,,,,,,,,,
I am writing this because I had exceptional customer service from the guy who took my order and gave me my food today,,,,,,,,,,,,,,,,,,,
and the food is hot,No soggy tacos,,,,,,,,,,,,,,,,,,
Poor customer I don't know who got that icky burrito,,,,,,,,,,,,,,,,,,,
They served me cold stale tacos at 11am,,,,,,,,,,,,,,,,,,,
The floor was covered in food ,during my meal one of my guest found a hair in her food as I brought it up they said 'you ate some of it' with an attitude ,and cheese with wrappers on the floor,,,,,,,,,,,,,,,,,
food sucks ,,,,,,,,,,,,,,,,,,,
I also order a chicken quesadilla with no creamy,,,,,,,,,,,,,,,,,,,
I refused and tried to speak with the cashier but Anthony called me a thief wanting free food,I then requested that Anthony please allow me to speak with the cashier about the matter and when both the cashier and manager asked him to start with the orders he refused saying that he won't make food for them (my Son ,and I) I then requested that someone else please make my food because of the looks ,,,,,,,,,,,,,,,,,
The people there are weird/fine and give 90 packets of taco sauce ,,,,,,,,,,,,,,,,,,,
Ordered food @ 7:15 Sunday 9/9/2018,If you are trying to save on food costs you're only going to drive customers away,,,,,,,,,,,,,,,,,,
I probably won't go back due to all the other choices available at that food court,I had the burrito supreme,""" The counter person was nice and the burrito came up within five minutes",,,,,,,,,,,,,,,,,
Drinks tend to be watered down as they prepare the drinks first and then give you your food ,You get a good value for your money and we all crave some taco bell tacos every now ,,,,,,,,,,,,,,,,,,
The irony of a foodie reviewing Taco Bell, Every once in a while I stop here to grab a quick bite when I'm feeling too lazy and dont feel like waiting in line at chipotle or getting out of my car to get Qdoba, Plenty of rice, Last time I had a Cantina bowl with chicken ,and chicken,beans,cheese,lettuce, I have been going to this place for many years and currently live right around the corner,,,,,,,,,,,
I waited for 24 minutes for less 5 bucks of food,Right out front of the door asking for food ,,,,,,,,,,,,,,,,,,
I ordered 5 regular tacos,I eat these all the time an never had this taste before it was as if someone spilled lime juice on the cheese or shells, All five had a strong line taste to them,,,,,,,,,,,,,,,,,
Taco Bell is Americas interpretation of Mexican food , The food came out quickly ,and my order was accurate and my food was hot, I decided to try the steak one ,I really loved the steak Quesarito (check out my pic,,,,,,,,,,,,,,,
I clearly state I'm eating food in restaurant,,,,,,,,,,,,,,,,,,,
 My other family members decided to go somewhere else to eat in the food court, I ordered my food with a friendly,getting their food,I asked the guy handing out food if mine was about to be ready,I noticed what might look like my food ,"sternly ""your food is almost ready",""" She made it clear I was getting my food", I wait another five minutes and no food,""" I told her again and she said yea this is your receipt but your food is almost ready",""" By the way another five minutes goes by and my food isn't even in a bag",I should have left there  with my food,no food ,I worked in the food industry for over 25 years,,,,,,,
 Since she didn't ask me whether I wanted crunchy or soft tacos,she gives me soft tacos,,,,,,,,,,,,,,,,,,
if you come during dinner or lunch rush you can bet that the soda will taste bad,,,,,,,,,,,,,,,,,,,
I also have not had any issues with food,I also enjoy the Doritos Locos tacos (nacho, cheese flavored,,,,,,,,,,,,,,,,,
I am writing this as I am currently waiting on food,The food took forever,the chips are stale,,,,,,,,,,,,,,,,,
This was the absolute worst taco bell i have ever been to we waited in drive thru for our food for over 30 mins then ,when finally getting it half of it was cold and they forgot one of our cheese roll ups so of course i told them they forgot it then while still in the drive thru about 5 mins later the lady comes to the window and says r u sure its not just in the bottom of your bag in the most snarky voice possible as i take everything out of the bag again to prove its not she just walks away without as much of an apology for making us wait or forgetting our food finally 5 mins after she walk away another employee goes ,and take our cheese roll up out of her hand throws it in a bag and rudly tosses me the bag just for us to get a cold burrito i will never go back to this location again ,,,,,,,,,,,,,,,,,
but why forget to give us forks after we ordered chicken bowls,,,,,,,,,,,,,,,,,,,
The food was delicious, and eating my shredded chicken burrito was like being in a dream (because I'm pregnant,Maurice T  is by far the best cashier I have ever had at a Taco Bell,Because of Maurice T,,,,,,,,,,,,,,,,
Unfortunately this taco bell rarely gets their order correct and the side of rice my son orders (always) routinely contains less than 1 tsp of rice in it,That makes the rice more expensive,,,,,,,,,,,,,,,,,,
I arrived to this location with intention of ordering food after using the restroom,""" I explained to her several times this was an emergency and I intended on ordering food after",,,,,,,,,,,,,,,,,,
Took 5 minutes ornsonfor the truck in front if me and when it got to me the guy at the window wasnt familiar with my order and when I received my food despite his multiple, assurances there was steak in the burrito I opened it to find to my (non, surprise) no steak,,,,,,,,,,,,,,,,,
While the food I had at this Taco Bell was okay (by Taco Bell st,It consisted of my old reliable Taco Bell favorites: soft tacos ,Since the Doritos Locos tacos came out,Taco Bell's taco lineup has ballooned to over a dozen different,tacos,I still prefer the taco I loved in third,grade: soft taco with beef,The soft taco with beef comes with seasoned,"There's also a soft taco ""supreme"" option that adds diced tomatoes ","I like to add about a pack of ""fire"" sauce to each soft taco",Taco Bell's chalupa is like a soft taco on steroids,it packs a bigger punch than the regular tacos (,chicken,and cheddar cheese in a soft,three cheeses,and sour cream,shredded lettuce,This review is for the freestanding Taco Bell located at the corner of Ponce De Leon Ave NE ,,
I was excited and hungry to finally get my food,They didn't put in one of the tacos  I had ordered,,,,,,,,,,,,,,,,,,
The taco was nothing to write home about ,very delicious,,,,,,,,,,,,,,,,,,
"I always ""dine in"" here and I have never had a wrong order or delay in my food",The food is MTO ,The food is also cheap,,,,,,,,,,,,,,,,,
"The employees just yell from the back of the counter ""we're out of food""","just ""you can't order cause we're out of food",,,,,,,,,,,,,,,,,,
Absolutely ridiculous all my food was cold ,Do y'all just fill your tacos with sour,cream and no meat ,,,,,,,,,,,,,,,,,
I should have just made tacos at home hah,,,,,,,,,,,,,,,,,,,
Service is friendly and fast here while the food quality ,I now know how bad those 3 locations have been screwing us on food quality ,,,,,,,,,,,,,,,,,,
They have been reliable for years and years for a fair food for a fair,good food,price,,,,,,,,,,,,,,,,,
the food was not good,7 Layer burrito is typically good,They did make me an alternative item after taking the 7-layer burrito back,but the rice was dry, and all the ingredients weren't added in a way where it was enjoyable,,,,,,,,,,,,,,,
 The food," I got a beef burrito- menu says ""New",open taco, Prices are cheap,beans,cheese,,,,,,,,,,,,,,
I don't normally bitch about fast food but when I get a A burrito that's pretty much,chips,and cheese in it is ,,,,,,,,,,,,,,,,,
I ordered a nachos box and got taco bo,,,,,,,,,,,,,,,,,,,
 The food is the same,,,,,,,,,,,,,,,,,,,
I recommend the 5 layer burrito it is so delicious,,,,,,,,,,,,,,,,,,,
and well in short I ended up with food poisoning,yeah taco bell has good food ,or bad food that will mess you up for the whole,,,,,,,,,,,,,,,,,
I'm not sure if the employee's even know what a supreme taco is,,,,,,,,,,,,,,,,,,,
I waited a solid 20 minutes for 3 tacos and a supreme burrito,,,,,,,,,,,,,,,,,,,
I only come to this location every 6 months just to see if they can finally get my order correct and not miss any ingredients,,,,,,,,,,,,,,,,,,,
They were so nice and food was great,,,,,,,,,,,,,,,,,,,
I drove all the way home to find out i did not have a single item in my order AS SHOWN on the receipt of food that I ORDERED,Please make sure before you package the food it is correct,I personally also work food ,Now I will have to go my 13 hour shift with no food so thank,a burrito ,I went through about 20 minutes ago and ordered 2 tacos,and chips ,and cheese,,,,,,,,,,,,
The food,the one who has a radio-quality voice,,,,,,,,,,,,,,,,,,
cold food,,,,,,,,,,,,,,,,,,,
70 for food items substituting meat with black,I also asked for lots of hot sauce  and was given 5 packets ten food items,So from the entire order we were able to eat 2 burritos ,beans since we are vegetarian,Instead my 6 challupas all had meat ,,,,,,,,,,,,,,,
Order chicken parmigiana ,and they gave me a chicken roll up with cheese,,,,,,,,,,,,,,,,,,
"They definitely don't give me enough meat on my ""meat filled"" tacos  ",,,,,,,,,,,,,,,,,,,
and food poisoning the second,,,,,,,,,,,,,,,,,,,
The food was made well,and from me walking in when the order submitted to leaving with my food was less than 10 minutes for 50 tacos,,,,,,,,,,,,,,,,,,
They seem to not skimp out as badly on portions like the other locations in SE Portland and the food seems hot,,,,,,,,,,,,,,,,,,,
Get it +beans ,,,,,,,,,,,,,,,,,,,
and the employees have some of the best fast-food customer service I have seen,,,,,,,,,,,,,,,,,,,
but then they stuff my food in a to go bag,,,,,,,,,,,,,,,,,,,
food was of poor, quality,,,,,,,,,,,,,,,,,,
 I have been at this taco Bell multiple,,,,,,,,,,,,,,,,,,,
but the food actually looks like the photos on the menu,,,,,,,,,,,,,,,,,,,
Got the spicy potato tacos ,and each taco was cold,My husbands order was a potato loaded griller where there was literally only 3 potatoes and the rest was filled with sour cream and cheese,They were filled with nothing but lettuce,,,,,,,,,,,,,,,,
The food is fine,The food is simply not coming out fast enough,,,,,,,,,,,,,,,,,,
got a couple tacos ,,,,,,,,,,,,,,,,,,,
and tastes,,,,,,,,,,,,,,,,,,,
I've always been a loyal Taco Bell customer back home in TN so I decided to try this Ohio location and was pleasantly pleased with the same consistent economical food,The flavors never have the correct taste ,and often taste like diet,,,,,,,,,,,,,,,,,
I waited in line got to the window and they gave me my food,And our food was COLD,they forgot to give me my 2 chalupas and two nacho cheese supreme tacos,I get home and my nacho cheese supreme tacos were missing the sour,,,,,,,,,,,,,,,,
I requested that all meat be substituted with refried beans,We are vegetarian and my wife has never eaten meat in her life,,,,,,,,,,,,,,,,,,
Great food,,,,,,,,,,,,,,,,,,,
They ran out of beef and we waited 40 mins for food ,The girl basically threw the food at me ,I asked for more tomatoes and sour cream ,,,,,,,,,,,,,,,,,
Tacos/burritos were not really filled to st,,,,,,,,,,,,,,,,,,,
I think i had two birthdays from the time i ordered my food to the time i got it ,,,,,,,,,,,,,,,,,,,
 It was nice that the cashier gave me a discount on my burrito,The burrito was just warm,,,,,,,,,,,,,,,,,,
The food is usually good, and comes with a decent amount of meat,,,,,,,,,,,,,,,,,,
The food we did get upset,We ordered the Dorito tacos ,but then when we got home they were all regular flavored tacos,,,,,,,,,,,,,,,,,
Spent 40 minutes in the drive through only to get my order wrong and still had to pay full price,,,,,,,,,,,,,,,,,,,
Absolutely ridiculous all my food was cold ,Calling the health department of food ,,,,,,,,,,,,,,,,,,
 Always hooks me up with taco sauce ,,,,,,,,,,,,,,,,,,,
So I was pretty hyped for the Toasted breakfast burrito that apparently you can put Cinnabon on based on a Facebook video(https://www,The toasted breakfast burrito is not an available,You cannot request to put cinnabons inside the burrito,2 happened was because they most likely pre-made their burrito,My burrito came out way too quick,The taste,,,,,,,,,,,,,,
that they fuck up damn near everybody's food,I want my damn food made right,I swear this damn taco hell needs to be shut down,I clearly asked for sour cream on the siiiiiiiiide,,,,,,,,,,,,,,,,
 Everyone is friendly and gracious that I'm still visiting since eating Vegan foods ,"food"" feeling",and just ordering a crap ton of bean burritos, Heat your leftover burritos in the air fryer for a crispy delicous,"""better than fresh"" burrito", I haven't tried this with a taco,,,,,,,,,,,,,,
 They have your food in their h,  I went to a different Taco Bell to try the new grilled cheese burrito you see advertised a lot ,nor did the burrito at this location,I also order the double shell taco with the soft,Just a mess no grilled cheese ,and loose cheese , cheese between the 2 shells for a $1,That is a new special item and I never tried it before so harder to judge but what I got was a mess and no visible cheese seen,its generally acceptable to me providing it is somewhat decent in quality ,,,,,,,,,,,
 So the food is average,especially the smothered burrito,and Steak Cantina power burrito,the fiery Doritos locos supreme taco, This quesalupa they promote so much with the cheese in the shell isnt at all like the ads,Had I not know to hunt carefully for the cheese I would have missed it,That photo of all this white gooey melted cheese, Not only that they wrap each product but somehow theres pieces of cheese,lettuce ,,,,,,,,,,,
you could say that this is a miracle and you would be right :P Lick your way through the five layers that is the cheesy five layer burrito ,Your mouth will never stop watering for the cheesy taco chicken goodness that will bring you pleasure of all kinds,Indulge in the american culture that is taco ,and chicken together,and finish with a bang of extra crispy breast chicken that is,,,,,,,,,,,,,,,
Please bring back my favorite- taco salad ,,,,,,,,,,,,,,,,,,,
